365808698/619625814607265792: 213169226/619625416232448000
390179793/619625647707545600: 3108459573/619625203543474177
3051504180/619625606997803009: 589503998/None
1002860658/619625565402693632: 168919653/None
168919653/619625563850805248: 168919653/None
3330444887/619625551397941248: 149913262/619621028407345152
20079975/619625340852285440: 20079975/619624821723238400
2651395530/619625219557314560: 2861840394/619624647684980736
70335795/619625183180115968: 2421423498/None
387707490/619624962186317824: 387707490/None
138526255/619624922952896512: 1904771/619624869890760704
20605481/619624602831036416: 22739861/619623682386829312
15091490/619624540033970176: 82795478/619624299767296000
2651395530/619624529124569088: 2651395530/619624028429533190
1462851607/619624502192939008: 292777349/619619028131270657
3110323195/619624485533028354: 34713362/619616365339648001
2911500623/619624451156652032: 88074587/619623835449454592
904104740/619624325176430592: 130617778/None
332806596/619624235418394624: 2467791/619620415086927872
2845748261/619624188614176768: 133020718/None
159949546/619624151460937729: 159949546/619623931218038784
401836083/619624039972241409: 401836083/619623612727828480
32148675/619623857339633664: 754485/619622522674229248
252518914/619623773755600896: 6433472/None
176898389/619623716377493505: 468531094/None
31159047/619623611180036096: 27000730/None
965000598/619623472814276608: 2467791/619620415086927872
309819754/619623429889617920: 309819754/None
2729545896/619623391776120832: 811377/None
15089388/619623368090865665: 16022838/619618595895558145
2191159249/619622952527613952: 67953084/619622672088084480
455093636/619622899662626817: 15754281/619619679389261824
22731456/619622844654321664: 811377/619617270088732673
15287708/619622786156244992: 3839/619622526583484417
232327491/619622727142481920: 428333/619621336084824064
23050300/619622322127765504: 23117331/None
3076111561/619622302087417857: 3076111561/619622101247332352
1180025371/619622275889786880: 1180025371/619622274266566656
2506204424/619622273226412032: 87818409/619621491534102530
14136650/619622229865852928: 23675347/619620261986463744
3076111561/619622101247332352: 3076111561/619621976752001024
85120164/619622050068475904: 15638834/619619518722146304
130342535/619622003796873216: 30261067/619618574261428224
3076111561/619621976752001024: 3076111561/619621795109322752
255600145/619621861744246784: 255600145/None
74498666/619621859072548865: 2890961/619621412362407936
251423831/619621843972952064: 216776631/619264462231437312
38169764/619621826742718464: 32453798/None
393756935/619621804483567616: 3190402208/619621029686566912
1222903296/619621760594415616: 14372486/None
190953151/619621741757763584: 6160792/619621056484147200
19353714/619621563856474112: 2890961/619621412362407936
1571191634/619621560127610880: 582271134/None
236058338/619621493199147008: 177422934/None
177422934/619621490116308996: 177422934/None
811747524/619621486807027712: 177422934/None
567281967/619621480393895936: 177422934/None
120533730/619621378317283329: 56413858/619620183028703234
14911337/619621332024557568: 14911337/616817444699541504
409183088/619621328191139840: 49973657/None
1929611234/619621274050899968: 1929611234/619621040151379969
841791/619621170967478276: 9075622/619621109621600256
16831827/619621038071152641: 16299754/619619776239915008
3190402208/619621029686566912: 393756935/619620097838051329
18145912/619620942667386880: 91279573/619619774675353601
113137765/619620861016850432: 113137765/619617937222148096
23992640/619620854905835520: 16042794/619620345876738048
4466581/619620800782577669: 19040598/None
14272347/619620692959608832: 113137765/None
90046091/619620678195490816: 49960147/619620288016351235
626785976/619620595836162048: 91279573/619619774675353601
226425680/619620586520576000: 2424208849/619617197695082496
14218987/619620556221075456: 287942564/None
14496946/619620450654523392: 2424208849/619617197695082496
28604441/619620342471000064: 1544881/619619838756028417
407311236/619620263856963584: 407311236/None
372200090/619620203547136000: 370611351/None
1684459844/619619771022061568: 6655612/None
16149307/619619730526240768: 363277628/619619122817712129
14788640/619619716823265280: 277475162/619618790007934976
1692609740/619619710024310785: 384560959/None
2895970945/619619620517851136: 2895970945/619618635015819265
3028652727/619619579585765376: 3062651885/619619316540047360
6754922/619619555560828928: 2902546372/619619233366806528
15089388/619619554768064512: 16022838/619618595895558145
1258845697/619619533167292416: 30261067/619617906431758336
163439874/619619443681947648: 292777349/619619028131270657
14335332/619619424413179904: 14335332/619618959885627396
18783993/619619383153967105: 321830056/619619267504381952
135565035/619619315994787840: 807095/619617591422779392
239180427/619619165511389184: 811377/None
16084074/619619093134639104: 16084074/619618433014071296
18059424/619619013140742144: 18059424/619618702942547968
750360169/619618917338755073: 30261067/619617906431758336
14991387/619618908761366528: 412708956/619618778008006656
122532210/619618754809438209: 807095/619617591422779392
91437821/619618728204967937: 99786592/619618565822500865
322467461/619618620176379905: 811377/619617270088732673
9167972/619618555856728064: 275686563/619617760168034304
974852491/619618492623548417: 275686563/619617760168034304
1948374410/619618459098443776: 14608335/619618055535001600
2293403262/619618429419560960: 34713362/619616365339648001
198702280/619618330924711936: 14372486/619616786065985536
18722085/619617798956953600: 14940354/619617410824466432
55029073/619617674251882496: 14154272/None
30181235/619617572674269184: 19040598/619616302056009729
2497281846/619617287058796544: 15110357/619616980161699840
172959068/619616803522609152: 34713362/619616365339648001
34933004/619614823588986881: 42149321/619561455260569601
13133342/619571286574940161: 51241574/619545234188423168
287499236/619532252159049728: 1715772570/619522422589382656
138526255/619524926517694464: 65848705/619524907009986560
